cog_id,root,Dscore,Statistic,Pvalue,AdjPvalue,clade_name,protein_id,ssp_id,preferred_name
NOG270639,15,0.8495,7.512,2.9e-14,1.85e-10,Crustacea,FBpp0086759,7227,CG6329
NOG26118,15,0.8878,7.505,3.07e-14,1.96e-10,Crustacea,FBpp0070349,7227,CG14817
NOG06425,15,0.8837,7.491,3.41e-14,2.17e-10,Crustacea,FBpp0087493,7227,egr
NOG05132,15,0.8898,7.486,3.54e-14,2.26e-10,Crustacea,FBpp0292074,7227,CG4497
NOG06784,15,0.8256,7.485,3.57e-14,2.28e-10,Crustacea,FBpp0072278,7227,CG3880
NOG01520,15,0.9114,7.469,4.03e-14,2.56e-10,Crustacea,FBpp0085186,7227,ttk
NOG271956,15,0.8321,7.469,4.04e-14,2.57e-10,Crustacea,FBpp0074707,7227,CG9300
NOG236411,15,0.8896,7.458,4.39e-14,2.79e-10,Crustacea,FBpp0078627,7227,CG14636
NOG27761,15,0.865,7.439,5.08e-14,3.23e-10,Crustacea,FBpp0290262,7227,CG32982
NOG269711,15,0.8881,7.436,5.19e-14,3.3e-10,Crustacea,FBpp0113017,7227,CG32036
NOG42988,15,0.9401,7.43,5.41e-14,3.45e-10,Crustacea,FBpp0297717,7227,CG9626
NOG34759,15,0.8587,7.428,5.53e-14,3.52e-10,Crustacea,FBpp0302902,7227,UQCR-6.4
NOG37238,15,0.8773,7.42,5.83e-14,3.72e-10,Crustacea,FBpp0288554,7227,CG8740
NOG261571,15,0.8704,7.42,5.85e-14,3.73e-10,Crustacea,FBpp0083125,7227,CG14285
NOG15925,15,0.8631,7.419,5.9e-14,3.76e-10,Crustacea,FBpp0086879,7227,AQP
NOG07446,15,0.8258,7.409,6.37e-14,4.06e-10,Crustacea,FBpp0086986,7227,CG30053
NOG239419,15,0.9331,7.396,6.99e-14,4.45e-10,Crustacea,FBpp0081700,7227,CG12420
NOG31201,15,0.854,7.388,7.48e-14,4.76e-10,Crustacea,FBpp0076550,7227,mus312
NOG17748,15,0.8544,7.383,7.75e-14,4.94e-10,Crustacea,FBpp0305151,7227,CG43901
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0070742,7227,CG16756
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0072524,7227,LysB
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0072525,7227,LysC
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0072526,7227,LysE
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0072527,7227,LysS
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0072529,7227,LysP
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0072530,7227,LysD
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0072533,7227,LysX
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0085560,7227,CG11159
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0085561,7227,CG16799
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0086336,7227,CG7798
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0292257,7227,CG30062
NOG21971,15,0.9161,7.381,7.88e-14,5.02e-10,Crustacea,FBpp0297621,7227,CG8492
NOG19165,15,0.8943,7.369,8.58e-14,5.46e-10,Crustacea,FBpp0076083,7227,CG6674
NOG15623,15,0.9157,7.365,8.84e-14,5.63e-10,Crustacea,FBpp0112123,7227,CG9471
NOG19974,15,0.8332,7.361,9.11e-14,5.8e-10,Crustacea,FBpp0088433,7227,alt
NOG07685,15,0.8568,7.354,9.64e-14,6.14e-10,Crustacea,FBpp0070823,7227,CG3726
NOG265601,15,0.8773,7.341,1.06e-13,6.74e-10,Crustacea,FBpp0074617,7227,gogo
NOG15344,15,0.9281,7.34,1.07e-13,6.81e-10,Crustacea,FBpp0298376,7227,CG10508
NOG24934,15,0.7826,7.336,1.1e-13,7.02e-10,Crustacea,FBpp0074260,7227,CG8326
NOG10422,15,0.8318,7.321,1.23e-13,7.83e-10,Crustacea,FBpp0080057,7227,Drep4
NOG240521,15,0.8378,7.315,1.29e-13,8.22e-10,Crustacea,FBpp0086643,7227,Cpr51A
NOG02809,15,0.8476,7.302,1.42e-13,9.06e-10,Crustacea,FBpp0112222,7227,CG15537
NOG11600,15,0.8123,7.291,1.54e-13,9.78e-10,Crustacea,FBpp0077882,7227,CG5199
NOG29514,15,0.8594,7.29,1.55e-13,9.85e-10,Crustacea,FBpp0300399,7227,CG15186
NOG09714,15,0.8714,7.29,1.55e-13,9.88e-10,Crustacea,FBpp0079524,7227,obst-B
NOG252899,15,0.9264,7.284,1.62e-13,1.03e-9,Crustacea,FBpp0086570,7227,ND-B15
NOG258719,15,0.861,7.269,1.81e-13,1.15e-9,Crustacea,FBpp0271851,7227,sha
NOG21887,15,0.8568,7.263,1.9e-13,1.21e-9,Crustacea,FBpp0300441,7227,corto
NOG34873,15,0.7728,7.263,1.9e-13,1.21e-9,Crustacea,FBpp0070274,7227,Mur2B
NOG12444,15,0.9158,7.249,2.1e-13,1.34e-9,Crustacea,FBpp0305496,7227,fend
NOG259085,15,0.8216,7.237,2.29e-13,1.46e-9,Crustacea,FBpp0077044,7227,Cp110
NOG234316,15,0.8589,7.208,2.84e-13,1.81e-9,Crustacea,FBpp0082236,7227,CG9813
NOG22431,15,0.865,7.201,2.99e-13,1.9e-9,Crustacea,FBpp0292380,7227,CG14414
NOG11545,15,0.8544,7.198,3.06e-13,1.95e-9,Crustacea,FBpp0111945,7227,CG31714
NOG258349,15,0.7912,7.192,3.2e-13,2.04e-9,Crustacea,FBpp0071420,7227,CG2124
NOG20005,15,0.834,7.191,3.21e-13,2.04e-9,Crustacea,FBpp0084734,7227,CG11873
NOG17036,15,0.8524,7.189,3.25e-13,2.07e-9,Crustacea,FBpp0290823,7227,NT1
NOG272793,15,0.8226,7.184,3.38e-13,2.15e-9,Crustacea,FBpp0305168,7227,Neb-cGP
NOG259024,15,0.8112,7.182,3.42e-13,2.18e-9,Crustacea,FBpp0072630,7227,CG13917
NOG72390,15,0.8367,7.18,3.5e-13,2.23e-9,Crustacea,FBpp0291417,7227,CG5897
NOG72390,15,0.8367,7.18,3.5e-13,2.23e-9,Crustacea,FBpp0302616,7227,CG6933
NOG72390,15,0.8367,7.18,3.5e-13,2.23e-9,Crustacea,FBpp0304941,7227,CG7017
NOG72390,15,0.8367,7.18,3.5e-13,2.23e-9,Crustacea,FBpp0305040,7227,CG43896
NOG257705,15,0.8667,7.152,4.28e-13,2.73e-9,Crustacea,FBpp0076939,7227,bves
NOG246122,15,0.8568,7.138,4.74e-13,3.02e-9,Crustacea,FBpp0088221,7227,CG31997
NOG24250,15,0.726,7.106,5.97e-13,3.8e-9,Crustacea,FBpp0086901,7227,CG13319
NOG258694,15,0.8218,7.1,6.23e-13,3.97e-9,Crustacea,FBpp0087732,7227,lin
NOG266397,15,0.798,7.1,6.26e-13,3.98e-9,Crustacea,FBpp0288891,7227,CG42272
NOG01434,15,0.7947,7.046,9.22e-13,5.87e-9,Crustacea,FBpp0078586,7227,srl
NOG257611,15,0.865,6.982,1.45e-12,9.24e-9,Crustacea,FBpp0080588,7227,CG5758
NOG06776,15,0.7703,6.963,1.67e-12,1.06e-8,Crustacea,FBpp0078187,7227,l(3)04053
NOG04123,15,0.7783,6.96,1.7e-12,1.08e-8,Crustacea,FBpp0088212,7227,CG31998
NOG259047,15,0.7565,6.93,2.1e-12,1.34e-8,Crustacea,FBpp0080867,7227,nesd
NOG09962,15,0.8027,6.906,2.5e-12,1.59e-8,Crustacea,FBpp0111717,7227,Fas3
NOG00935,15,0.7889,6.904,2.53e-12,1.61e-8,Crustacea,FBpp0075671,7227,CG10948
NOG26777,15,0.6612,6.891,2.77e-12,1.76e-8,Crustacea,FBpp0088016,7227,mRpL52
NOG02183,15,0.7526,6.873,3.13e-12,2e-8,Crustacea,FBpp0076745,7227,PVRAP
NOG02183,15,0.7526,6.873,3.13e-12,2e-8,Crustacea,FBpp0099403,7227,CG33993
NOG07412,15,0.7291,6.862,3.4e-12,2.17e-8,Crustacea,FBpp0078534,7227,CG9775
NOG09210,15,0.7596,6.848,3.74e-12,2.38e-8,Crustacea,FBpp0077889,7227,CG5274
NOG29613,15,0.7893,6.824,4.42e-12,2.81e-8,Crustacea,FBpp0303825,7227,ND-MLRQ
NOG10524,15,0.761,6.81,4.87e-12,3.1e-8,Crustacea,FBpp0077901,7227,CG13251
NOG06759,15,0.7568,6.703,1.02e-11,6.49e-8,Crustacea,FBpp0085933,7227,fj
NOG269791,15,0.7084,6.701,1.03e-11,6.58e-8,Crustacea,FBpp0111280,7227,CG34174
KOG3494,15,0.7156,6.645,1.51e-11,9.64e-8,Crustacea,FBpp0086974,7227,ox
NOG10467,15,0.7533,6.624,1.75e-11,1.12e-7,Crustacea,FBpp0087563,7227,CG1667
NOG35215,15,0.7373,6.595,2.13e-11,1.35e-7,Crustacea,FBpp0111539,7227,CG34386
NOG35595,15,0.6866,6.591,2.19e-11,1.39e-7,Crustacea,FBpp0077931,7227,CG3698
NOG07159,15,0.7209,6.586,2.26e-11,1.44e-7,Crustacea,FBpp0303497,7227,Amnionless
NOG246589,15,0.6959,6.525,3.39e-11,2.16e-7,Crustacea,FBpp0076383,7227,CG6983
NOG20702,15,0.6784,6.491,4.26e-11,2.72e-7,Crustacea,FBpp0086851,7227,CG4627
NOG246625,15,0.6911,6.466,5.03e-11,3.2e-7,Crustacea,FBpp0079592,7227,lft
NOG31665,15,0.6944,6.446,5.74e-11,3.65e-7,Crustacea,FBpp0078200,7227,CG33169
NOG20869,15,0.717,6.403,7.6e-11,4.84e-7,Crustacea,FBpp0293083,7227,Gpa2
NOG01995,15,0.6554,6.269,1.81e-10,1.16e-6,Crustacea,FBpp0083719,7227,CG4813
NOG01995,15,0.6554,6.269,1.81e-10,1.16e-6,Crustacea,FBpp0271915,7227,tey
NOG247725,15,0.6534,6.258,1.94e-10,1.24e-6,Crustacea,FBpp0084893,7227,dgt1
NOG263822,15,0.6903,6.18,3.2e-10,2.04e-6,Crustacea,FBpp0301611,7227,rad
NOG236266,15,0.6809,6.027,8.37e-10,5.33e-6,Crustacea,FBpp0291544,7227,CG40498
NOG07225,15,0.6899,6.015,8.97e-10,5.71e-6,Crustacea,FBpp0083418,7227,Ice2
KOG3374,15,0.6511,5.874,2.13e-9,1.36e-5,Crustacea,FBpp0088836,7227,CREG
COG0257,15,0.5637,5.77,3.97e-9,2.53e-5,Crustacea,FBpp0076458,7227,mRpL36
NOG258459,15,0.6319,5.657,7.69e-9,4.9e-5,Crustacea,FBpp0303090,7227,rib
COG5398,15,0.5424,5.404,3.26e-8,2.08e-4,Crustacea,FBpp0081900,7227,Ho
COG2351,15,0.5082,5.032,2.42e-7,0.00154,Crustacea,FBpp0087336,7227,CG30016
NOG255743,15,0.504,4.999,2.89e-7,0.00184,Crustacea,FBpp0071292,7227,CG15365
NOG257790,15,0.4344,4.784,8.59e-7,0.00547,Crustacea,FBpp0080674,7227,msl-1
NOG25857,16,0.9944,8.342,3.64e-17,2.32e-13,Myriapoda,FBpp0288833,7227,CG42258
NOG05788,16,0.9894,8.299,5.26e-17,3.35e-13,Myriapoda,FBpp0071141,7227,cyr
NOG05788,16,0.9894,8.299,5.26e-17,3.35e-13,Myriapoda,FBpp0072219,7227,pio
NOG240735,16,0.9944,8.173,1.5e-16,9.56e-13,Myriapoda,FBpp0082885,7227,Eh
NOG17520,16,0.9675,8.173,1.51e-16,9.6e-13,Myriapoda,FBpp0289414,7227,CG4558
NOG24460,16,0.9843,8.069,3.54e-16,2.26e-12,Myriapoda,FBpp0072299,7227,CG3760
NOG06460,16,0.9631,8.026,5.02e-16,3.2e-12,Myriapoda,FBpp0075167,7227,dsx-c73A
NOG01638,16,0.9672,8.007,5.9e-16,3.76e-12,Myriapoda,FBpp0304734,7227,pwn
NOG08441,16,0.9754,7.993,6.57e-16,4.19e-12,Myriapoda,FBpp0290027,7227,CG16953
NOG20889,16,0.9806,7.98,7.3e-16,4.65e-12,Myriapoda,FBpp0304131,7227,rtv
NOG21976,16,0.9221,7.951,9.22e-16,5.87e-12,Myriapoda,FBpp0084214,7227,CG4553
NOG10679,16,0.9894,7.929,1.11e-15,7.04e-12,Myriapoda,FBpp0072277,7227,spz6
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0072669,7227,Cpr62Bb
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0072748,7227,Cpr62Bc
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0073079,7227,Cpr64Ad
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0073108,7227,Cpr64Ac
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0073109,7227,Cpr64Ab
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0073110,7227,Cpr64Aa
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0074702,7227,Cpr76Bb
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0074745,7227,Cpr76Ba
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0076294,7227,Cpr66D
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0076328,7227,Cpr66Cb
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0079429,7227,Cpr30B
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0079492,7227,Cpr30F
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0079526,7227,Cpr31A
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0079865,7227,Cry
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0080206,7227,Cpr35B
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0081186,7227,Edg84A
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0081187,7227,Ccp84Ag
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0081188,7227,Ccp84Ad
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0081189,7227,Ccp84Aa
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0081190,7227,Ccp84Ab
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0081191,7227,Ccp84Ac
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0081192,7227,Ccp84Ae
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0081193,7227,Ccp84Af
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0083221,7227,Cpr92A
NOG245425,16,0.987,7.925,1.14e-15,7.28e-12,Myriapoda,FBpp0305270,7227,CG34461
NOG252910,16,0.9443,7.919,1.2e-15,7.64e-12,Myriapoda,FBpp0289396,7227,CG13675
NOG20684,16,0.9238,7.91,1.29e-15,8.21e-12,Myriapoda,FBpp0080207,7227,Pburs
NOG258095,16,0.9894,7.887,1.54e-15,9.82e-12,Myriapoda,FBpp0074721,7227,serp
NOG258095,16,0.9894,7.887,1.54e-15,9.82e-12,Myriapoda,FBpp0291538,7227,verm
NOG33213,16,0.9754,7.881,1.63e-15,1.04e-11,Myriapoda,FBpp0082171,7227,l(3)87Df
NOG258108,16,0.975,7.879,1.65e-15,1.05e-11,Myriapoda,FBpp0111843,7227,Drep2
NOG04874,16,0.9806,7.877,1.67e-15,1.06e-11,Myriapoda,FBpp0294059,7227,pot
NOG14181,16,0.9068,7.87,1.77e-15,1.12e-11,Myriapoda,FBpp0079918,7227,CG17211
NOG24989,16,0.9068,7.866,1.83e-15,1.17e-11,Myriapoda,FBpp0076455,7227,CG13676
NOG21981,16,0.9156,7.816,2.73e-15,1.74e-11,Myriapoda,FBpp0297710,7227,CG13643
NOG06278,16,0.9838,7.815,2.74e-15,1.75e-11,Myriapoda,FBpp0080524,7227,beat-IIIc
NOG06278,16,0.9838,7.815,2.74e-15,1.75e-11,Myriapoda,FBpp0271958,7227,beat-IIIb
NOG06278,16,0.9838,7.815,2.74e-15,1.75e-11,Myriapoda,FBpp0292391,7227,beat-IIIa
NOG26918,16,0.9577,7.814,2.76e-15,1.76e-11,Myriapoda,FBpp0086756,7227,Cpr50Cb
NOG241853,16,0.9223,7.809,2.88e-15,1.84e-11,Myriapoda,FBpp0100144,7227,CG18065
NOG16941,16,0.975,7.808,2.91e-15,1.85e-11,Myriapoda,FBpp0072535,7227,bab2
NOG16941,16,0.975,7.808,2.91e-15,1.85e-11,Myriapoda,FBpp0072538,7227,bab1
NOG28807,16,0.9944,7.805,2.97e-15,1.89e-11,Myriapoda,FBpp0079222,7227,CG14275
NOG28807,16,0.9944,7.805,2.97e-15,1.89e-11,Myriapoda,FBpp0079229,7227,CG7781
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0073486,7227,Cpr11B
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0075921,7227,Cpr67Fa1
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0075922,7227,Cpr67Fa2
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076618,7227,Cpr65Ec
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076637,7227,Cpr65Eb
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076638,7227,Cpr65Ea
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076700,7227,Lcp65Ac
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076701,7227,Lcp65Ab2
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076702,7227,Lcp65Ab1
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076704,7227,Cpr65Az
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076729,7227,Acp65Aa
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076731,7227,Cpr65Aw
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076732,7227,Cpr65Av
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076765,7227,Lcp65Af
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076766,7227,Lcp65Ag1
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076767,7227,Lcp65Ag2
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076768,7227,Cpr65Au
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0076769,7227,Lcp65Ag3
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0078062,7227,Edg78E
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0078117,7227,Cpr78E
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0079016,7227,Pcp
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0087031,7227,Cpr49Ae
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0087032,7227,Cpr49Af
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0087033,7227,Cpr49Ag
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0087035,7227,Cpr49Ah
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0087066,7227,Cpr49Ad
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0087215,7227,Cpr47Ee
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0087279,7227,Cpr47Eg
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0087285,7227,Cpr47Ec
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0087286,7227,Cpr47Ea
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0111379,7227,Cpr65Ax1
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0112271,7227,Cpr49Aa
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0305758,7227,Lcp65Ad
NOG62831,16,1,7.789,3.38e-15,2.15e-11,Myriapoda,FBpp0305759,7227,Cpr65Ax2
NOG18297,16,0.9894,7.787,3.44e-15,2.19e-11,Myriapoda,FBpp0086487,7227,CG8192
NOG10705,16,0.9894,7.783,3.54e-15,2.25e-11,Myriapoda,FBpp0300611,7227,CG4702
NOG07653,16,0.9156,7.779,3.67e-15,2.34e-11,Myriapoda,FBpp0073154,7227,CG15020
NOG238609,16,0.9385,7.768,3.98e-15,2.54e-11,Myriapoda,FBpp0110281,7227,CG17672
NOG09703,16,0.957,7.732,5.3e-15,3.38e-11,Myriapoda,FBpp0079183,7227,spz3
NOG03287,16,0.8882,7.707,6.43e-15,4.09e-11,Myriapoda,FBpp0078408,7227,CG2519
NOG239903,16,0.9838,7.706,6.47e-15,4.12e-11,Myriapoda,FBpp0081495,7227,CG8121
NOG259365,16,0.9307,7.706,6.49e-15,4.14e-11,Myriapoda,FBpp0304442,7227,CG6024
NOG19218,16,0.9471,7.692,7.22e-15,4.6e-11,Myriapoda,FBpp0074961,7227,Krn
NOG19218,16,0.9471,7.692,7.22e-15,4.6e-11,Myriapoda,FBpp0080808,7227,spi
NOG255747,16,0.9279,7.691,7.32e-15,4.66e-11,Myriapoda,FBpp0083143,7227,CG6040
NOG14965,16,0.9241,7.684,7.74e-15,4.93e-11,Myriapoda,FBpp0112216,7227,CG14509
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0070480,7227,CG2650
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0078488,7227,CG2016
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0078489,7227,CG14661
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0082676,7227,CG10264
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0082691,7227,CG10407
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0083512,7227,CG15497
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0084027,7227,CG13618
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0084184,7227,CG11852
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0084185,7227,to
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0084186,7227,CG11854
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0084473,7227,CG14258
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0084474,7227,CG14259
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0084475,7227,CG17189
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0091002,7227,CG33680
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0100135,7227,CG14457
NOG24937,16,0.9385,7.683,7.75e-15,4.94e-11,Myriapoda,FBpp0290041,7227,CG31189
NOG04261,16,0.8663,7.681,7.88e-15,5.02e-11,Myriapoda,FBpp0306094,7227,CG43980
NOG18829,16,0.8986,7.679,8e-15,5.09e-11,Myriapoda,FBpp0292310,7227,CG14607
NOG21772,16,0.9256,7.677,8.15e-15,5.19e-11,Myriapoda,FBpp0099678,7227,jhamt
NOG20001,16,0.9297,7.674,8.32e-15,5.3e-11,Myriapoda,FBpp0082937,7227,CG7713
NOG03623,16,0.904,7.674,8.35e-15,5.32e-11,Myriapoda,FBpp0111806,7227,stumps
NOG17900,16,0.8408,7.67,8.59e-15,5.47e-11,Myriapoda,FBpp0290401,7227,CG4984
NOG22955,16,0.9715,7.661,9.22e-15,5.87e-11,Myriapoda,FBpp0075854,7227,crim
NOG13041,16,0.8616,7.653,9.83e-15,6.26e-11,Myriapoda,FBpp0072188,7227,tamo
NOG247695,16,0.9191,7.653,9.84e-15,6.27e-11,Myriapoda,FBpp0290427,7227,CG13868
NOG11323,16,1,7.652,9.91e-15,6.31e-11,Myriapoda,FBpp0301158,7227,CG15312
NOG34852,16,0.8524,7.648,1.02e-14,6.48e-11,Myriapoda,FBpp0077140,7227,CG15443
NOG34963,16,0.9051,7.644,1.05e-14,6.7e-11,Myriapoda,FBpp0081645,7227,CG12948
NOG01727,16,1,7.633,1.14e-14,7.28e-11,Myriapoda,FBpp0072156,7227,CG16786
NOG263223,16,0.9115,7.632,1.16e-14,7.37e-11,Myriapoda,FBpp0301172,7227,CG43462
NOG18155,16,0.8485,7.606,1.41e-14,8.97e-11,Myriapoda,FBpp0075166,7227,aos
NOG15324,16,0.9001,7.605,1.43e-14,9.1e-11,Myriapoda,FBpp0302933,7227,CG34383
NOG254317,16,0.8894,7.6,1.48e-14,9.41e-11,Myriapoda,FBpp0072477,7227,emc
NOG06484,16,0.8783,7.597,1.52e-14,9.66e-11,Myriapoda,FBpp0083308,7227,CG4362
NOG06484,16,0.8783,7.597,1.52e-14,9.66e-11,Myriapoda,FBpp0083309,7227,CG4367
NOG06484,16,0.8783,7.597,1.52e-14,9.66e-11,Myriapoda,FBpp0292371,7227,CG42749
NOG04652,16,0.9329,7.596,1.52e-14,9.71e-11,Myriapoda,FBpp0074977,7227,CG7692
NOG04652,16,0.9329,7.596,1.52e-14,9.71e-11,Myriapoda,FBpp0306151,7227,CG9902
NOG14380,16,0.9454,7.593,1.56e-14,9.95e-11,Myriapoda,FBpp0301017,7227,CG11768
NOG14380,16,0.9454,7.593,1.56e-14,9.95e-11,Myriapoda,FBpp0301018,7227,CG34135
NOG07923,16,0.8677,7.592,1.58e-14,1e-10,Myriapoda,FBpp0085750,7227,sano
NOG258517,16,0.9894,7.578,1.75e-14,1.12e-10,Myriapoda,FBpp0288819,7227,CG34370
NOG258576,16,0.8508,7.574,1.81e-14,1.15e-10,Myriapoda,FBpp0084211,7227,MED28
NOG252945,16,0.9371,7.572,1.84e-14,1.17e-10,Myriapoda,FBpp0077874,7227,CG5059
NOG250210,16,0.9499,7.564,1.96e-14,1.25e-10,Myriapoda,FBpp0072917,7227,CG12009
NOG270082,16,0.9262,7.563,1.97e-14,1.25e-10,Myriapoda,FBpp0077417,7227,Snapin
NOG02811,16,0.9022,7.561,1.99e-14,1.27e-10,Myriapoda,FBpp0087251,7227,ix
NOG06350,16,0.9279,7.56,2.02e-14,1.29e-10,Myriapoda,FBpp0088737,7227,CG32206
NOG06693,16,0.9164,7.558,2.05e-14,1.3e-10,Myriapoda,FBpp0071749,7227,px
NOG25707,16,0.9135,7.557,2.06e-14,1.3100000000000001e-10,Myriapoda,FBpp0288658,7227,ITP
NOG248718,16,0.8767,7.556,2.08e-14,1.32e-10,Myriapoda,FBpp0289984,7227,CG12541
